"id_product","active","reference","price","name","description_short","categoria","name","caracteristica1"
"20","1",,"12000.000000","La hojarasca",,"Literatura Latinoamericana","Edicion","''"
"20","1",,"12000.000000","La hojarasca",,"Literatura Latinoamericana","Autor","'Gabriel García Márquez'"
"20","1",,"12000.000000","La hojarasca",,"Literatura Latinoamericana","Pais","'Colombia'"
"20","1",,"12000.000000","La hojarasca",,"Literatura Latinoamericana","Genero","'Literatura Latinoamericana'"
"20","1",,"12000.000000","La hojarasca",,"Literatura Latinoamericana","Estado","'Muy bueno'"
"20","1",,"12000.000000","La hojarasca",,"Literatura Latinoamericana","Propietario Anterior","'Sebastian Calderón'"
"20","1",,"12000.000000","La hojarasca",,"Literatura Latinoamericana","Transaccion","'Cambio'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","ISBN10","'SIN IDENTIFICAR'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","ISBN13","'SIN IDENTIFICAR'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Editorial","'Andrés Bello'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Edicion","'2'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Autor","'Lewis Carroll'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Pais","'Chile'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Genero","'Novela fantástica"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Estado","'Muy bueno'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Propietario Anterior","'Sebastian Calderón'"
"21","1",,"9000.000000","Alicia en el país de las maravillas",,"Literatura Fantástica","Transaccion","'Cambio'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","ISBN10","'SIN IDENTIFICAR'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","ISBN13","'9788420655505'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Editorial","'Alianza Editorial'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Edicion","'7'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Autor","'Alejo Carpentier'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Pais","'España'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Genero","'Novela'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Estado","'Muy bueno'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Propietario Anterior","'Sebastian Calderón'"
"22","1",,"16000.000000","El reino de este mundo",,"Novela","Transaccion","'Cambio'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","ISBN10","'SIN IDENTIFICAR'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","ISBN13","'9788467457247'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Editorial","'Planeta S.A.'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Edicion","''"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Autor","'Daniel Defoe'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Pais","'China'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Genero","'Novela de aventuras"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Estado","'Muy bueno'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Propietario Anterior","'Sebastian Calderón'"
"23","1",,"15000.000000","Aventuras de Robinsón Crusoe",,"Novela de aventuras","Transaccion","'Cambio'"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","ISBN10","'439708184'"
"24","1",,"23000.000000","Harry Potter and the Sorcerer's Stone",,"Literatura Fantástica","ISBN13","'9780439708180'"
